run_type,model_type,mode,trial_id,val_accuracy,val_loss,epoch,final_val_accuracy,final_val_loss,final_epoch,batch_size,lr,dropout,head_width,head_layers,head_batch_norm,activation,embed_dim,depth,num_heads,patch_size,optimizer,unfreeze_blocks,weight_decay,label_smoothing,image_size,notes,elapsed_seconds,param_count,model_size_kb,inference_ms_per_batch,inference_ms_per_image,best_val_accuracy,best_val_loss,best_epoch,network_name,network_display_name
local,transformer,overnight,local_transformer_009,0.7450980392156863,0.48160213193083123,19,0.7254901960784313,0.5817068900937349,20,8,0.0003,0.2,128,1,1,relu,64,3,4,8,adamw,0,1e-06,0.05,224,Long overnight sweep over transfer learning and compact transformers. Local sequential CUDA-compatible run.,43.48973120003939,171778,688.6669921875,8.48759999498725,8.48759999498725,0.7450980392156863,0.48160213193083123,19,vision_transformer_patch8_embed64_depth3_heads4_head128_layers1_relu_bn1,Transformer | patch=8 | embed=64 | depth=3 | heads=4 | head=128 | layers=1 | activation=relu | bn=1
local,transformer,overnight,local_transformer_016,0.738562091503268,0.5428070640252307,18,0.7320261437908496,0.5078475247411167,20,16,0.0001,0.35,128,2,1,silu,128,6,8,16,adamw,0,5e-05,0.0,224,Long overnight sweep over transfer learning and compact transformers. Local sequential CUDA-compatible run.,37.826369699963834,952194,3752.521484375,5.024160002358258,5.024160002358258,0.738562091503268,0.5428070640252307,18,vision_transformer_patch16_embed128_depth6_heads8_head128_layers2_silu_bn1,Transformer | patch=16 | embed=128 | depth=6 | heads=8 | head=128 | layers=2 | activation=silu | bn=1
local,transformer,overnight,local_transformer_011,0.7320261437908496,0.5663732617509132,20,0.7320261437908496,0.5663732617509132,20,24,0.0001,0.35,128,2,0,relu,192,4,4,32,adamw,0,0.0005,0.0,224,Long overnight sweep over transfer learning and compact transformers. Local sequential CUDA-compatible run.,36.75862730003428,1828994,7164.48828125,9.541720000561327,9.541720000561327,0.7320261437908496,0.5663732617509132,20,vision_transformer_patch32_embed192_depth4_heads4_head128_layers2_relu_bn0,Transformer | patch=32 | embed=192 | depth=4 | heads=4 | head=128 | layers=2 | activation=relu | bn=0
local,transformer,overnight,local_transformer_023,0.7320261437908496,0.5704860367806129,18,0.7189542483660131,0.5543712876201455,20,8,0.0001,0.2,384,1,0,silu,64,2,8,16,adamw,0,0.0001,0.05,224,Long overnight sweep over transfer learning and compact transformers. Local sequential CUDA-compatible run.,48.747784000006504,154434,614.337890625,2.04521999694407,2.04521999694407,0.7320261437908496,0.5704860367806129,18,vision_transformer_patch16_embed64_depth2_heads8_head384_layers1_silu_bn0,Transformer | patch=16 | embed=64 | depth=2 | heads=8 | head=384 | layers=1 | activation=silu | bn=0
local,transformer,overnight,local_transformer_020,0.7254901960784313,0.5773462933652541,11,0.6470588235294118,0.6984919718667573,20,24,0.0005,0.1,128,2,1,gelu,64,6,8,16,adamw,0,5e-05,0.1,224,Long overnight sweep over transfer learning and compact transformers. Local sequential CUDA-compatible run.,39.62897510000039,288194,1158.771484375,4.972999996971339,4.972999996971339,0.7254901960784313,0.5773462933652541,11,vision_transformer_patch16_embed64_depth6_heads8_head128_layers2_gelu_bn1,Transformer | patch=16 | embed=64 | depth=6 | heads=8 | head=128 | layers=2 | activation=gelu | bn=1
local,transformer,overnight,local_transformer_006,0.7254901960784313,0.5964770535238428,10,0.673202614379085,0.5849184662688012,20,8,0.0002,0.2,512,2,1,silu,192,4,4,32,adamw,0,0.0005,0.0,224,Long overnight sweep over transfer learning and compact transformers. Local sequential CUDA-compatible run.,40.78311869996833,2152066,8437.373046875,2.736199996434152,2.736199996434152,0.7254901960784313,0.5964770535238428,10,vision_transformer_patch32_embed192_depth4_heads4_head512_layers2_silu_bn1,Transformer | patch=32 | embed=192 | depth=4 | heads=4 | head=512 | layers=2 | activation=silu | bn=1
local,transformer,overnight,local_transformer_008,0.7189542483660131,0.5895634258494657,20,0.7189542483660131,0.5895634258494657,20,24,0.0001,0.2,384,1,0,silu,128,3,4,16,adamw,0,1e-06,0.0,224,Long overnight sweep over transfer learning and compact transformers. Local sequential CUDA-compatible run.,36.26410880003823,571266,2246.724609375,1.627400005236268,1.627400005236268,0.7189542483660131,0.5895634258494657,20,vision_transformer_patch16_embed128_depth3_heads4_head384_layers1_silu_bn0,Transformer | patch=16 | embed=128 | depth=3 | heads=4 | head=384 | layers=1 | activation=silu | bn=0
local,transformer,overnight,local_transformer_013,0.7124183006535948,0.5671683990098293,20,0.7124183006535948,0.5671683990098293,20,16,0.0001,0.35,256,3,0,gelu,128,4,4,16,adamw,0,0.0001,0.0,224,Long overnight sweep over transfer learning and compact transformers. Local sequential CUDA-compatible run.,40.808329200022854,818562,3218.115234375,4.267160000745207,4.267160000745207,0.7124183006535948,0.5671683990098293,20,vision_transformer_patch16_embed128_depth4_heads4_head256_layers3_gelu_bn0,Transformer | patch=16 | embed=128 | depth=4 | heads=4 | head=256 | layers=3 | activation=gelu | bn=0
local,transformer,overnight,local_transformer_015,0.6993464052287581,0.6158441445406746,8,0.6862745098039216,0.5878048708625868,20,24,5e-05,0.25,384,1,1,relu,96,6,8,8,adamw,0,5e-05,0.0,224,Long overnight sweep over transfer learning and compact transformers. Local sequential CUDA-compatible run.,66.08668309997302,581282,2302.5771484375,31.636319996323436,31.636319996323436,0.6993464052287581,0.6158441445406746,8,vision_transformer_patch8_embed96_depth6_heads8_head384_layers1_relu_bn1,Transformer | patch=8 | embed=96 | depth=6 | heads=8 | head=384 | layers=1 | activation=relu | bn=1
local,resnet18,overnight,local_resnet18_030,0.6797385620915033,0.6866244965908574,20,0.6797385620915033,0.6866244965908574,20,24,0.0001,0.45,768,3,0,gelu,96,3,4,16,sgd,4,1e-05,0.1,224,Long overnight sweep over transfer learning and compact transformers. Local sequential CUDA-compatible run.,41.58519119996345,12753218,49897.2724609375,33.7765600066632,33.7765600066632,0.6797385620915033,0.6866244965908574,20,resnet18_transfer_head768_layers3_gelu_bn0_unfreeze4,ResNet18 transfer | head=768 | layers=3 | activation=gelu | bn=0 | unfreeze=4
local,transformer,overnight,local_transformer_004,0.6470588235294118,0.6716135868839189,10,0.5359477124183006,0.7573263516613081,20,24,0.001,0.1,128,2,1,silu,192,2,4,32,adamw,0,1e-05,0.1,224,Long overnight sweep over transfer learning and compact transformers. Local sequential CUDA-compatible run.,37.22834979998879,1235458,4842.662109375,1.8009199993684888,1.8009199993684888,0.6470588235294118,0.6716135868839189,10,vision_transformer_patch32_embed192_depth2_heads4_head128_layers2_silu_bn1,Transformer | patch=32 | embed=192 | depth=2 | heads=4 | head=128 | layers=2 | activation=silu | bn=1
local,transformer,overnight,local_transformer_003,0.6405228758169934,0.6736644389582616,20,0.6405228758169934,0.6736644389582616,20,8,0.001,0.15,384,1,0,relu,64,4,8,32,adamw,0,0.0005,0.1,224,Long overnight sweep over transfer learning and compact transformers. Local sequential CUDA-compatible run.,41.717229400004726,359426,1423.298828125,1.6399000072851777,1.6399000072851777,0.6405228758169934,0.6736644389582616,20,vision_transformer_patch32_embed64_depth4_heads8_head384_layers1_relu_bn0,Transformer | patch=32 | embed=64 | depth=4 | heads=8 | head=384 | layers=1 | activation=relu | bn=0
local,transformer,overnight,local_transformer_001,0.6405228758169934,0.6543439042334463,11,0.5098039215686274,0.7277060108247146,20,8,0.0003,0.25,512,2,0,silu,256,6,8,8,adamw,0,5e-05,0.05,224,Long overnight sweep over transfer learning and compact transformers. Local sequential CUDA-compatible run.,83.83433509996394,3808002,14903.32421875,54.635980003513396,54.635980003513396,0.6405228758169934,0.6543439042334463,11,vision_transformer_patch8_embed256_depth6_heads8_head512_layers2_silu_bn0,Transformer | patch=8 | embed=256 | depth=6 | heads=8 | head=512 | layers=2 | activation=silu | bn=0
local,transformer,overnight,local_transformer_012,0.6274509803921569,0.6788935848310882,2,0.45751633986928103,0.6936006234362234,20,16,0.001,0.0,384,3,0,relu,256,4,8,8,adamw,0,0.0001,0.0,224,Long overnight sweep over transfer learning and compact transformers. Local sequential CUDA-compatible run.,77.8377614999772,2753666,10777.240234375,39.85555999679491,39.85555999679491,0.6274509803921569,0.6788935848310882,2,vision_transformer_patch8_embed256_depth4_heads8_head384_layers3_relu_bn0,Transformer | patch=8 | embed=256 | depth=4 | heads=8 | head=384 | layers=3 | activation=relu | bn=0
local,transformer,overnight,local_transformer_018,0.6013071895424836,0.6722752432418025,8,0.5424836601307189,0.692013289803773,20,8,0.0003,0.25,384,3,0,silu,256,6,4,8,adamw,0,1e-06,0.0,224,Long overnight sweep over transfer learning and compact transformers. Local sequential CUDA-compatible run.,86.82616789999884,3807874,14903.513671875,75.16746000619605,75.16746000619605,0.6013071895424836,0.6722752432418025,8,vision_transformer_patch8_embed256_depth6_heads4_head384_layers3_silu_bn0,Transformer | patch=8 | embed=256 | depth=6 | heads=4 | head=384 | layers=3 | activation=silu | bn=0
local,resnet18,overnight,local_resnet18_015,0.49673202614379086,0.6916598521806057,20,0.49673202614379086,0.6916598521806057,20,32,5e-05,0.15,768,3,0,relu,96,3,4,16,sgd,2,0.0001,0.15,224,Long overnight sweep over transfer learning and compact transformers. Local sequential CUDA-compatible run.,43.8813683000044,12753218,49897.2724609375,24.032460001762956,24.032460001762956,0.49673202614379086,0.6916598521806057,20,resnet18_transfer_head768_layers3_relu_bn0_unfreeze2,ResNet18 transfer | head=768 | layers=3 | activation=relu | bn=0 | unfreeze=2
